Titel,Werktitel,Übersetzter Titel,Autor*in,Mitwirkende/r,Digitalisat,Inhaltstyp,Hochschulschrift,Inhaltstyp,Inhalt,Beschreibung,Verknüpfte Titel,Anmerkungen,Serie,Verlag,Erschienen,Verlauf,Ausgabe,Nachdruck,Format,Häufigkeit,Sprache,Gebunden mit,Rechte,Thema,MESH Schlagwörter,Klassifikation,Ist enthalten in,Kursinformationen,Anmerkungen,Anmerkungen,Thema,Identifikator,Lokale Signatur,Quelle,Link
Wireless crowd detection for smart overtourism mitigation,,,"Santos, T.   Marinheiro, R. N.   Brito e Abreu, F.",,,,,,,"Overtourism occurs when the number of tourists exceeds the carrying capacity of a destination, leading to negative impacts on the environment, culture, and quality of life for residents. By monitoring overtourism, destination managers can identify areas of concern and implement measures to mitigate the negative impacts of tourism while promoting smarter tourism practices. This can help ensure that tourism benefits both visitors and residents while preserving the natural and cultural resources that make these destinations so appealing. This chapter describes a low-cost approach to monitoring overtourism based on mobile devices’ wireless activity. A flexible architecture was designed for a smart tourism toolkit to be used by small and medium-sized enterprises (SMEs) in crowding management solutions, to build better tourism services, improve efficiency and sustainability, and reduce the overwhelming feeling of pressure in critical hotspots. The crowding sensors count the number of surrounding mobile devices, by detecting trace elements of wireless technologies, overcoming MAC address randomization. They run detection programs for several technologies, and fingerprinting analysis results are only stored locally in an anonymized database, without infringing privacy rights. After that edge computing, sensors communicate the crowding information to a cloud server, by using a variety of uplink techniques to mitigate local connectivity limitations, something that has been often disregarded in alternative approaches. Field validation of sensors has been performed on Iscte’s campus before their planned use in other locations, such as the Pena Palace in Sintra. Preliminary results show that these sensors can be deployed in multiple scenarios and provide a diversity of spatiotemporal crowding data and analysis in order to promote smart engineering techniques to be used for tourism overcrowding management.",,,,Springer Nature,,,,,,,Englisch,,,Fingerprints    Overtourism,,,"Smart Life and Smart Life Engineering, 2025",,,,,ISBN: 9783031758874 ISBN: 3031758870 DOI: 10.1007/978-3-031-75887-4_11,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1007_978_3_031_75887_4_11
Characterizing Wi-Fi Probing Behavior for Privacy-Preserving Crowdsensing,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,Proceedings of the 25th International ACM Conference on Modeling Analysis and Simulation of Wireless and Mobile Systems,,,,,DOI: 10.1145/3551659.3559039,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1145_3551659_3559039
Probe Request Based Device Identification Attack and Defense,,,"Gu, Xiaolin   Wu, Wenjia   Gu, Xiaodan   Ling, Zhen   Yang, Ming   Song, Aibo",,,,,,,"Wi-Fi network has an open nature so that it needs to face greater security risks compared to wired network. The MAC address represents the unique identifier of the device, and is easily obtained by an attacker. Therefore MAC address randomization is proposed to protect the privacy of devices in a Wi-Fi network. However, implicit identifiers are used by attackers to identify user’s device, which can cause the leakage of user’s privacy. We propose device identification based on 802.11ac probe request frames. Here, a detailed analysis on the effectiveness of 802.11ac fields is given and a novel device identification method based on deep learning whose average f1-score exceeds 99% is presented. With a purpose of preventing attackers from obtaining relevant information by the device identification method above, we design a novel defense mechanism based on stream cipher. In that case, the original content of probe request frame is hidden by encrypting probe request frames and construction of probe request is reserved to avoid the finding of attackers. This defense mechanism can effectively reduce the performance of the proposed device identification method whose average f1-score is below 30%. In general, our research on attack and defense mechanism can preserve device privacy better.",,,,BASEL: Mdpi,,,,,,,Englisch,,"2020. This work is licensed under http://creativecommons.org/licenses/by/3.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2020 by the authors. 2020",Access control    Browsers (Computer programs)    Chemistry    Cryptography    Engineering    Identification    Methodology    Methods    Physical sciences    Privacy    Software    Technology,,,"Sensors (Basel, Switzerland), 2020-08, Vol.20 (16), p.4620, Article 4620",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s20164620 PMID: 32824509,,DOAJ,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_3390_s20164620
Probe Request Based Device Identification Attack and Defense,,,"Gu, Xiaolin   Wu, Wenjia   Gu, Xiaodan   Ling, Zhen   Yang, Ming   Song, Aibo",,,,,,,"Wi-Fi network has an open nature so that it needs to face greater security risks compared to wired network. The MAC address represents the unique identifier of the device, and is easily obtained by an attacker. Therefore MAC address randomization is proposed to protect the privacy of devices in a Wi-Fi network. However, implicit identifiers are used by attackers to identify user’s device, which can cause the leakage of user’s privacy. We propose device identification based on 802.11ac probe request frames. Here, a detailed analysis on the effectiveness of 802.11ac fields is given and a novel device identification method based on deep learning whose average f1-score exceeds 99% is presented. With a purpose of preventing attackers from obtaining relevant information by the device identification method above, we design a novel defense mechanism based on stream cipher. In that case, the original content of probe request frame is hidden by encrypting probe request frames and construction of probe request is reserved to avoid the finding of attackers. This defense mechanism can effectively reduce the performance of the proposed device identification method whose average f1-score is below 30%. In general, our research on attack and defense mechanism can preserve device privacy better.",,,,BASEL: Mdpi,,,,,,,Englisch,,"2020. This work is licensed under http://creativecommons.org/licenses/by/3.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2020 by the authors. 2020",Access control    Browsers (Computer programs)    Chemistry    Cryptography    Engineering    Identification    Methodology    Methods    Physical sciences    Privacy    Software    Technology,,,"Sensors (Basel, Switzerland), 2020-08, Vol.20 (16), p.4620, Article 4620",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s20164620 PMID: 32824509,,EZB,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_3390_s20164620
Probe Request Based Device Identification Attack and Defense,,,"Gu, Xiaolin   Wu, Wenjia   Gu, Xiaodan   Ling, Zhen   Yang, Ming   Song, Aibo",,,,,,,"Wi-Fi network has an open nature so that it needs to face greater security risks compared to wired network. The MAC address represents the unique identifier of the device, and is easily obtained by an attacker. Therefore MAC address randomization is proposed to protect the privacy of devices in a Wi-Fi network. However, implicit identifiers are used by attackers to identify user’s device, which can cause the leakage of user’s privacy. We propose device identification based on 802.11ac probe request frames. Here, a detailed analysis on the effectiveness of 802.11ac fields is given and a novel device identification method based on deep learning whose average f1-score exceeds 99% is presented. With a purpose of preventing attackers from obtaining relevant information by the device identification method above, we design a novel defense mechanism based on stream cipher. In that case, the original content of probe request frame is hidden by encrypting probe request frames and construction of probe request is reserved to avoid the finding of attackers. This defense mechanism can effectively reduce the performance of the proposed device identification method whose average f1-score is below 30%. In general, our research on attack and defense mechanism can preserve device privacy better.",,,,BASEL: Mdpi,,,,,,,Englisch,,"2020. This work is licensed under http://creativecommons.org/licenses/by/3.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2020 by the authors. 2020",Access control    Browsers (Computer programs)    Chemistry    Cryptography    Engineering    Identification    Methodology    Methods    Physical sciences    Privacy    Software    Technology,,,"Sensors (Basel, Switzerland), 2020-08, Vol.20 (16), p.4620, Article 4620",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s20164620 PMID: 32824509,,ROAD,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_3390_s20164620
Probe Request Based Device Identification Attack and Defense,,,"Gu, Xiaolin   Wu, Wenjia   Gu, Xiaodan   Ling, Zhen   Yang, Ming   Song, Aibo",,,,,,,"Wi-Fi network has an open nature so that it needs to face greater security risks compared to wired network. The MAC address represents the unique identifier of the device, and is easily obtained by an attacker. Therefore MAC address randomization is proposed to protect the privacy of devices in a Wi-Fi network. However, implicit identifiers are used by attackers to identify user’s device, which can cause the leakage of user’s privacy. We propose device identification based on 802.11ac probe request frames. Here, a detailed analysis on the effectiveness of 802.11ac fields is given and a novel device identification method based on deep learning whose average f1-score exceeds 99% is presented. With a purpose of preventing attackers from obtaining relevant information by the device identification method above, we design a novel defense mechanism based on stream cipher. In that case, the original content of probe request frame is hidden by encrypting probe request frames and construction of probe request is reserved to avoid the finding of attackers. This defense mechanism can effectively reduce the performance of the proposed device identification method whose average f1-score is below 30%. In general, our research on attack and defense mechanism can preserve device privacy better.",,,,BASEL: Mdpi,,,,,,,Englisch,,"2020. This work is licensed under http://creativecommons.org/licenses/by/3.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2020 by the authors. 2020",Access control    Browsers (Computer programs)    Chemistry    Cryptography    Engineering    Identification    Methodology    Methods    Physical sciences    Privacy    Software    Technology,,,"Sensors (Basel, Switzerland), 2020-08, Vol.20 (16), p.4620, Article 4620",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s20164620 PMID: 32824509,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_3390_s20164620
Probe Request Based Device Identification Attack and Defense,,,"Gu, Xiaolin   Wu, Wenjia   Gu, Xiaodan   Ling, Zhen   Yang, Ming   Song, Aibo",,,,,,,"Wi-Fi network has an open nature so that it needs to face greater security risks compared to wired network. The MAC address represents the unique identifier of the device, and is easily obtained by an attacker. Therefore MAC address randomization is proposed to protect the privacy of devices in a Wi-Fi network. However, implicit identifiers are used by attackers to identify user’s device, which can cause the leakage of user’s privacy. We propose device identification based on 802.11ac probe request frames. Here, a detailed analysis on the effectiveness of 802.11ac fields is given and a novel device identification method based on deep learning whose average f1-score exceeds 99% is presented. With a purpose of preventing attackers from obtaining relevant information by the device identification method above, we design a novel defense mechanism based on stream cipher. In that case, the original content of probe request frame is hidden by encrypting probe request frames and construction of probe request is reserved to avoid the finding of attackers. This defense mechanism can effectively reduce the performance of the proposed device identification method whose average f1-score is below 30%. In general, our research on attack and defense mechanism can preserve device privacy better.",,,,BASEL: Mdpi,,,,,,,Englisch,,"2020. This work is licensed under http://creativecommons.org/licenses/by/3.0/ (the “License”). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2020 by the authors. 2020",Access control    Browsers (Computer programs)    Chemistry    Cryptography    Engineering    Identification    Methodology    Methods    Physical sciences    Privacy    Software    Technology,,,"Sensors (Basel, Switzerland), 2020-08, Vol.20 (16), p.4620, Article 4620",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s20164620 PMID: 32824509,,Web of Science,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_3390_s20164620
AFOROS: A Low-Cost Wi-Fi-Based Monitoring System for Estimating Occupancy of Public Spaces,,,"Vega-Barbas, Mario   Álvarez-Campana, Manuel   Rivera, Diego   Sanz, Mario   Berrocal, Julio",,,,,,,"Estimating the number of people present in a given venue in real-time is extremely useful from a security, management, and resource optimization perspective. This article presents the architecture of a system based on the use of Wi-Fi sensor devices that allows estimating, almost in real-time, the number of people attending an event that is taking place in a venue. The estimate is based on the analysis of the “probe request” messages periodically transmitted by smartphones to determine the existence of Wi-Fi access points in the vicinity. The method considers the MAC address randomization mechanisms introduced in recent years in smartphones, which prevents the estimation of the number of devices by simply counting different MAC addresses. To solve this difficulty, our Wi-Fi sensors analyze other fields present in the header of the IEEE 802.11 frames, the information elements, to extract a unique fingerprint from each smartphone. The designed system was tested in a set of real scenarios, obtaining an estimate of attendance at different public events with an accuracy close to 95%.",,,,BASEL: Mdpi,,,,,,,Englisch,,"2021 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2021 by the authors. 2021","Chemistry    Coronaviruses    COVID-19 Pandemic, 2020-    Engineering    Pandemics    Physical sciences    Public spaces    Security systems    Shopping centers    Smartphones    Technology    Traffic congestion",,,"Sensors (Basel, Switzerland), 2021-06, Vol.21 (11), p.3863, Article 3863",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s21113863 PMID: 34205031,,DOAJ,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_proquest_journals_2539980419
AFOROS: A Low-Cost Wi-Fi-Based Monitoring System for Estimating Occupancy of Public Spaces,,,"Vega-Barbas, Mario   Álvarez-Campana, Manuel   Rivera, Diego   Sanz, Mario   Berrocal, Julio",,,,,,,"Estimating the number of people present in a given venue in real-time is extremely useful from a security, management, and resource optimization perspective. This article presents the architecture of a system based on the use of Wi-Fi sensor devices that allows estimating, almost in real-time, the number of people attending an event that is taking place in a venue. The estimate is based on the analysis of the “probe request” messages periodically transmitted by smartphones to determine the existence of Wi-Fi access points in the vicinity. The method considers the MAC address randomization mechanisms introduced in recent years in smartphones, which prevents the estimation of the number of devices by simply counting different MAC addresses. To solve this difficulty, our Wi-Fi sensors analyze other fields present in the header of the IEEE 802.11 frames, the information elements, to extract a unique fingerprint from each smartphone. The designed system was tested in a set of real scenarios, obtaining an estimate of attendance at different public events with an accuracy close to 95%.",,,,BASEL: Mdpi,,,,,,,Englisch,,"2021 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2021 by the authors. 2021","Chemistry    Coronaviruses    COVID-19 Pandemic, 2020-    Engineering    Pandemics    Physical sciences    Public spaces    Security systems    Shopping centers    Smartphones    Technology    Traffic congestion",,,"Sensors (Basel, Switzerland), 2021-06, Vol.21 (11), p.3863, Article 3863",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s21113863 PMID: 34205031,,EZB,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_proquest_journals_2539980419
AFOROS: A Low-Cost Wi-Fi-Based Monitoring System for Estimating Occupancy of Public Spaces,,,"Vega-Barbas, Mario   Álvarez-Campana, Manuel   Rivera, Diego   Sanz, Mario   Berrocal, Julio",,,,,,,"Estimating the number of people present in a given venue in real-time is extremely useful from a security, management, and resource optimization perspective. This article presents the architecture of a system based on the use of Wi-Fi sensor devices that allows estimating, almost in real-time, the number of people attending an event that is taking place in a venue. The estimate is based on the analysis of the “probe request” messages periodically transmitted by smartphones to determine the existence of Wi-Fi access points in the vicinity. The method considers the MAC address randomization mechanisms introduced in recent years in smartphones, which prevents the estimation of the number of devices by simply counting different MAC addresses. To solve this difficulty, our Wi-Fi sensors analyze other fields present in the header of the IEEE 802.11 frames, the information elements, to extract a unique fingerprint from each smartphone. The designed system was tested in a set of real scenarios, obtaining an estimate of attendance at different public events with an accuracy close to 95%.",,,,BASEL: Mdpi,,,,,,,Englisch,,"2021 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2021 by the authors. 2021","Chemistry    Coronaviruses    COVID-19 Pandemic, 2020-    Engineering    Pandemics    Physical sciences    Public spaces    Security systems    Shopping centers    Smartphones    Technology    Traffic congestion",,,"Sensors (Basel, Switzerland), 2021-06, Vol.21 (11), p.3863, Article 3863",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s21113863 PMID: 34205031,,ROAD,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_proquest_journals_2539980419
AFOROS: A Low-Cost Wi-Fi-Based Monitoring System for Estimating Occupancy of Public Spaces,,,"Vega-Barbas, Mario   Álvarez-Campana, Manuel   Rivera, Diego   Sanz, Mario   Berrocal, Julio",,,,,,,"Estimating the number of people present in a given venue in real-time is extremely useful from a security, management, and resource optimization perspective. This article presents the architecture of a system based on the use of Wi-Fi sensor devices that allows estimating, almost in real-time, the number of people attending an event that is taking place in a venue. The estimate is based on the analysis of the “probe request” messages periodically transmitted by smartphones to determine the existence of Wi-Fi access points in the vicinity. The method considers the MAC address randomization mechanisms introduced in recent years in smartphones, which prevents the estimation of the number of devices by simply counting different MAC addresses. To solve this difficulty, our Wi-Fi sensors analyze other fields present in the header of the IEEE 802.11 frames, the information elements, to extract a unique fingerprint from each smartphone. The designed system was tested in a set of real scenarios, obtaining an estimate of attendance at different public events with an accuracy close to 95%.",,,,BASEL: Mdpi,,,,,,,Englisch,,"2021 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2021 by the authors. 2021","Chemistry    Coronaviruses    COVID-19 Pandemic, 2020-    Engineering    Pandemics    Physical sciences    Public spaces    Security systems    Shopping centers    Smartphones    Technology    Traffic congestion",,,"Sensors (Basel, Switzerland), 2021-06, Vol.21 (11), p.3863, Article 3863",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s21113863 PMID: 34205031,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_proquest_journals_2539980419
AFOROS: A Low-Cost Wi-Fi-Based Monitoring System for Estimating Occupancy of Public Spaces,,,"Vega-Barbas, Mario   Álvarez-Campana, Manuel   Rivera, Diego   Sanz, Mario   Berrocal, Julio",,,,,,,"Estimating the number of people present in a given venue in real-time is extremely useful from a security, management, and resource optimization perspective. This article presents the architecture of a system based on the use of Wi-Fi sensor devices that allows estimating, almost in real-time, the number of people attending an event that is taking place in a venue. The estimate is based on the analysis of the “probe request” messages periodically transmitted by smartphones to determine the existence of Wi-Fi access points in the vicinity. The method considers the MAC address randomization mechanisms introduced in recent years in smartphones, which prevents the estimation of the number of devices by simply counting different MAC addresses. To solve this difficulty, our Wi-Fi sensors analyze other fields present in the header of the IEEE 802.11 frames, the information elements, to extract a unique fingerprint from each smartphone. The designed system was tested in a set of real scenarios, obtaining an estimate of attendance at different public events with an accuracy close to 95%.",,,,BASEL: Mdpi,,,,,,,Englisch,,"2021 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2021 by the authors. 2021","Chemistry    Coronaviruses    COVID-19 Pandemic, 2020-    Engineering    Pandemics    Physical sciences    Public spaces    Security systems    Shopping centers    Smartphones    Technology    Traffic congestion",,,"Sensors (Basel, Switzerland), 2021-06, Vol.21 (11), p.3863, Article 3863",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s21113863 PMID: 34205031,,Web of Science,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_proquest_journals_2539980419
Automatic Passenger Counting on the Edge via Unsupervised Clustering,,,"Delzanno, Giorgio   Caputo, Luca   D'Agostino, Daniele   Grosso, Daniele   Mustajab, Abdul Hannan   Bixio, Luca   Rulli, Matteo",,,,,,,"We present a device- and network-based solution for automatic passnger counting that operates on the edge in real time. The proposed solution consists of a low-cost WiFi scanner device equipped with custom algorithms for dealing with MAC address randomization. Our low-cost scanner is able to capture and analyze 802.11 probe requests emitted by passengers' devices such as laptops, smartphones, and tablets. The device is configured with a Python data-processing pipeline that combines data coming from different types of sensors and processes them on the fly. For the analysis task, we have devised a lightweight version of the DBSCAN algorithm. Our software artifact is designed in a modular way in order to accommodate possible extensions of the pipeline, e.g., either additional filters or data sources. Furthermore, we exploit multi-threading and multi-processing for speeding up the entire computation. The proposed solution has been tested with different types of mobile devices, obtaining promising experimental results. In this paper, we present the key ingredients of our edge computing solution.",,,,BASEL: Mdpi,,,,,,,Englisch,,"COPYRIGHT 2023 MDPI AG 2023 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2023 by the authors. 2023",Algorithms    Artificial intelligence    Chemistry    Edge computing    Engineering    Evaluation    Physical sciences    Scanning systems    Signal processing    Smartphones    Technology,,,"Sensors (Basel, Switzerland), 2023-05, Vol.23 (11), p.5210, Article 5210",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s23115210 PMID: 37299937,,DOAJ,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_proquest_journals_2824057227
Automatic Passenger Counting on the Edge via Unsupervised Clustering,,,"Delzanno, Giorgio   Caputo, Luca   D'Agostino, Daniele   Grosso, Daniele   Mustajab, Abdul Hannan   Bixio, Luca   Rulli, Matteo",,,,,,,"We present a device- and network-based solution for automatic passnger counting that operates on the edge in real time. The proposed solution consists of a low-cost WiFi scanner device equipped with custom algorithms for dealing with MAC address randomization. Our low-cost scanner is able to capture and analyze 802.11 probe requests emitted by passengers' devices such as laptops, smartphones, and tablets. The device is configured with a Python data-processing pipeline that combines data coming from different types of sensors and processes them on the fly. For the analysis task, we have devised a lightweight version of the DBSCAN algorithm. Our software artifact is designed in a modular way in order to accommodate possible extensions of the pipeline, e.g., either additional filters or data sources. Furthermore, we exploit multi-threading and multi-processing for speeding up the entire computation. The proposed solution has been tested with different types of mobile devices, obtaining promising experimental results. In this paper, we present the key ingredients of our edge computing solution.",,,,BASEL: Mdpi,,,,,,,Englisch,,"COPYRIGHT 2023 MDPI AG 2023 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2023 by the authors. 2023",Algorithms    Artificial intelligence    Chemistry    Edge computing    Engineering    Evaluation    Physical sciences    Scanning systems    Signal processing    Smartphones    Technology,,,"Sensors (Basel, Switzerland), 2023-05, Vol.23 (11), p.5210, Article 5210",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s23115210 PMID: 37299937,,EZB,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_proquest_journals_2824057227
Automatic Passenger Counting on the Edge via Unsupervised Clustering,,,"Delzanno, Giorgio   Caputo, Luca   D'Agostino, Daniele   Grosso, Daniele   Mustajab, Abdul Hannan   Bixio, Luca   Rulli, Matteo",,,,,,,"We present a device- and network-based solution for automatic passnger counting that operates on the edge in real time. The proposed solution consists of a low-cost WiFi scanner device equipped with custom algorithms for dealing with MAC address randomization. Our low-cost scanner is able to capture and analyze 802.11 probe requests emitted by passengers' devices such as laptops, smartphones, and tablets. The device is configured with a Python data-processing pipeline that combines data coming from different types of sensors and processes them on the fly. For the analysis task, we have devised a lightweight version of the DBSCAN algorithm. Our software artifact is designed in a modular way in order to accommodate possible extensions of the pipeline, e.g., either additional filters or data sources. Furthermore, we exploit multi-threading and multi-processing for speeding up the entire computation. The proposed solution has been tested with different types of mobile devices, obtaining promising experimental results. In this paper, we present the key ingredients of our edge computing solution.",,,,BASEL: Mdpi,,,,,,,Englisch,,"COPYRIGHT 2023 MDPI AG 2023 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2023 by the authors. 2023",Algorithms    Artificial intelligence    Chemistry    Edge computing    Engineering    Evaluation    Physical sciences    Scanning systems    Signal processing    Smartphones    Technology,,,"Sensors (Basel, Switzerland), 2023-05, Vol.23 (11), p.5210, Article 5210",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s23115210 PMID: 37299937,,ROAD,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_proquest_journals_2824057227
Automatic Passenger Counting on the Edge via Unsupervised Clustering,,,"Delzanno, Giorgio   Caputo, Luca   D'Agostino, Daniele   Grosso, Daniele   Mustajab, Abdul Hannan   Bixio, Luca   Rulli, Matteo",,,,,,,"We present a device- and network-based solution for automatic passnger counting that operates on the edge in real time. The proposed solution consists of a low-cost WiFi scanner device equipped with custom algorithms for dealing with MAC address randomization. Our low-cost scanner is able to capture and analyze 802.11 probe requests emitted by passengers' devices such as laptops, smartphones, and tablets. The device is configured with a Python data-processing pipeline that combines data coming from different types of sensors and processes them on the fly. For the analysis task, we have devised a lightweight version of the DBSCAN algorithm. Our software artifact is designed in a modular way in order to accommodate possible extensions of the pipeline, e.g., either additional filters or data sources. Furthermore, we exploit multi-threading and multi-processing for speeding up the entire computation. The proposed solution has been tested with different types of mobile devices, obtaining promising experimental results. In this paper, we present the key ingredients of our edge computing solution.",,,,BASEL: Mdpi,,,,,,,Englisch,,"COPYRIGHT 2023 MDPI AG 2023 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2023 by the authors. 2023",Algorithms    Artificial intelligence    Chemistry    Edge computing    Engineering    Evaluation    Physical sciences    Scanning systems    Signal processing    Smartphones    Technology,,,"Sensors (Basel, Switzerland), 2023-05, Vol.23 (11), p.5210, Article 5210",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s23115210 PMID: 37299937,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_proquest_journals_2824057227
Automatic Passenger Counting on the Edge via Unsupervised Clustering,,,"Delzanno, Giorgio   Caputo, Luca   D'Agostino, Daniele   Grosso, Daniele   Mustajab, Abdul Hannan   Bixio, Luca   Rulli, Matteo",,,,,,,"We present a device- and network-based solution for automatic passnger counting that operates on the edge in real time. The proposed solution consists of a low-cost WiFi scanner device equipped with custom algorithms for dealing with MAC address randomization. Our low-cost scanner is able to capture and analyze 802.11 probe requests emitted by passengers' devices such as laptops, smartphones, and tablets. The device is configured with a Python data-processing pipeline that combines data coming from different types of sensors and processes them on the fly. For the analysis task, we have devised a lightweight version of the DBSCAN algorithm. Our software artifact is designed in a modular way in order to accommodate possible extensions of the pipeline, e.g., either additional filters or data sources. Furthermore, we exploit multi-threading and multi-processing for speeding up the entire computation. The proposed solution has been tested with different types of mobile devices, obtaining promising experimental results. In this paper, we present the key ingredients of our edge computing solution.",,,,BASEL: Mdpi,,,,,,,Englisch,,"COPYRIGHT 2023 MDPI AG 2023 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (https://creativecommons.org/licenses/by/4.0/). Notwithstanding the ProQuest Terms and Conditions, you may use this content in accordance with the terms of the License. 2023 by the authors. 2023",Algorithms    Artificial intelligence    Chemistry    Edge computing    Engineering    Evaluation    Physical sciences    Scanning systems    Signal processing    Smartphones    Technology,,,"Sensors (Basel, Switzerland), 2023-05, Vol.23 (11), p.5210, Article 5210",,,,,ISSN: 1424-8220 EISSN: 1424-8220 DOI: 10.3390/s23115210 PMID: 37299937,,Web of Science,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_proquest_journals_2824057227
